,date,stock,Open,Close,Volume,Positive,Negative,Neutral,Price_change
41,2020-05-06,AAPL,75.11499786376953,75.15750122070312,142333600,0.27106378637254236,0.025118934363126753,0.7038172543048858,1
42,2020-05-08,AAPL,76.41000366210938,77.53250122070312,133838400,0.06891403440386057,0.3406069403780358,0.5904790088534355,1
43,2020-05-11,AAPL,77.0250015258789,78.75250244140625,145946400,0.15385818481445312,0.023236594162881374,0.8229052424430847,1
44,2020-05-12,AAPL,79.4574966430664,77.85250091552734,162301200,0.22036641370505095,0.04831319488584995,0.7313203997910023,-1
45,2020-05-13,AAPL,78.0374984741211,76.9124984741211,200622400,0.4493633011976878,0.193502776324749,0.3571339100599289,-1
46,2020-05-14,AAPL,76.12750244140625,77.38500213623047,158929200,0.1293051978573203,0.27469129231758416,0.5960035491734743,1
47,2020-05-15,AAPL,75.0875015258789,76.92749786376953,166348400,0.2017823306636678,0.36406518808669514,0.43415246138142216,-1
48,2020-05-18,AAPL,78.2925033569336,78.73999786376953,135178400,0.3678616303950548,0.015421360731124878,0.6167169958353043,1
49,2020-05-19,AAPL,78.75749969482422,78.28500366210938,101729600,0.15720300725661218,0.2495026218239218,0.593294395133853,-1
50,2020-05-20,AAPL,79.16999816894531,79.80750274658203,111504800,0.5130840384711822,0.03648047226791581,0.4504354956249396,1
51,2020-05-21,AAPL,79.66500091552734,79.2125015258789,102688800,0.2763954365315537,0.2516385732839505,0.4719660058617592,-1
52,2020-05-22,AAPL,78.94249725341797,79.72250366210938,81803200,0.2086404711008072,0.010435782372951508,0.7809237837791443,1
53,2020-05-26,AAPL,80.875,79.18250274658203,125522000,0.584518556172649,0.0719166665027539,0.34356474752227467,-1
54,2020-05-27,AAPL,79.03500366210938,79.52749633789062,112945200,0.42279719933867455,0.07124087544666095,0.5059619478204034,1
55,2020-05-28,AAPL,79.19249725341797,79.5625,133560800,0.22474439186044037,0.314256047597155,0.4609995724943777,1
56,2020-05-29,AAPL,79.8125,79.48500061035156,153532400,0.3490489109729727,0.1900158851252248,0.46093517386664945,-1
57,2020-06-01,AAPL,79.4375,80.4625015258789,80791200,0.10951913505171736,0.19693677365365955,0.693544104281399,1
58,2020-06-02,AAPL,80.1875,80.83499908447266,87642800,0.304583296738565,0.30839763581752777,0.3870190642774105,1
59,2020-06-03,AAPL,81.16500091552734,81.27999877929688,104491200,0.23750285910708563,0.22794786082314594,0.5345492589154414,1
60,2020-06-04,AAPL,81.09750366210938,80.58000183105469,87560400,0.3759404843052228,0.02748047032703956,0.5965790450572968,-1
61,2020-06-05,AAPL,80.8375015258789,82.875,137250400,0.5393094286322594,0.035119089763611555,0.4255714762955904,1
62,2020-06-08,AAPL,82.5625,83.36499786376953,95654400,0.6556639472643534,0.03421573449547092,0.31012028083205223,1
63,2020-06-09,AAPL,83.03500366210938,85.99749755859375,147712400,0.40625662449747324,0.03022230399074033,0.5635211048647761,1
64,2020-06-10,AAPL,86.9749984741211,88.20999908447266,166651600,0.43000479352970916,0.04636344856893023,0.5236317366361618,1
65,2020-04-27,AMZN,122.16000366210938,118.80000305175781,112912000,0.15533814455072084,0.15471114621808132,0.6899507244427999,-1
66,2020-04-28,AMZN,118.6050033569336,115.7040023803711,105388000,0.1269757492467761,0.49406879941622417,0.3789554588496685,-1
67,2020-04-29,AMZN,116.50050354003906,118.635498046875,91832000,0.3326721803750843,0.12157104926882312,0.5457567848498002,1
68,2020-04-30,AMZN,120.99199676513672,123.69999694824219,190692000,0.4055423890757892,0.16853536096298033,0.42592225023717795,1
69,2020-05-01,AMZN,116.83999633789062,114.302001953125,195452000,0.35342852622497734,0.33610585250142144,0.31046561558344743,-1
70,2020-05-04,AMZN,112.81900024414062,115.79949951171875,97318000,0.1598073709756136,0.25642717831457656,0.5837654458979765,1
71,2020-05-05,AMZN,117.0,115.88999938964844,64850000,0.07827448099851608,0.414122010639403,0.5076035065576434,1
72,2020-05-06,AMZN,116.47200012207031,117.56300354003906,62356000,0.43638363459871876,0.05339892043007745,0.5102174464199278,1
73,2020-05-07,AMZN,118.73899841308594,118.38050079345703,67928000,0.11251463484950364,0.21982878306880593,0.6676565743982792,1
74,2020-05-08,AMZN,118.60700225830078,118.98049926757812,64132000,0.11535728722810745,0.1715449569746852,0.7130977511405945,1
75,2020-05-11,AMZN,118.73500061035156,120.44999694824219,65184000,0.16421740758232772,0.3035426771578689,0.5322399102151394,1
76,2020-05-12,AMZN,120.59249877929688,117.84750366210938,61498000,0.1354748254848851,0.14320711926039723,0.7213180779169003,-1
77,2020-05-13,AMZN,118.33999633789062,118.39600372314453,95658000,0.1990008003388842,0.2220550286066201,0.5789441532558866,1
78,2020-05-14,AMZN,118.05049896240234,119.44249725341797,72962000,0.1881617408245802,0.0437757832929492,0.7680625021457672,1
79,2020-05-15,AMZN,118.4260025024414,120.48899841308594,84700000,0.22592954974000654,0.1707219445767502,0.603348510650297,1
80,2020-05-18,AMZN,120.21749877929688,121.31300354003906,87144000,0.274398668979605,0.0982410393965741,0.6273602793614069,1
81,2020-05-19,AMZN,121.49150085449219,122.46649932861328,86410000,0.18819857373212776,0.17533714960639676,0.6364642965296904,1
82,2020-05-20,AMZN,123.89350128173828,124.89700317382812,79962000,0.2945223654516869,0.15931591443303558,0.5461617261171341,1
83,2020-05-21,AMZN,125.0,122.33699798583984,102288000,0.2334756168226401,0.09967598381141822,0.6668483946058485,-1
84,2020-05-22,AMZN,122.75050354003906,121.84400177001953,57342000,0.1257853614166379,0.2782138933427632,0.5960007920861244,-1
85,2020-05-26,AMZN,122.9000015258789,121.09300231933594,71364000,0.5190891208393233,0.07458984339609742,0.4063210317066738,-1
86,2020-05-27,AMZN,120.24949645996094,120.51950073242188,101138000,0.43728679697960615,0.12331424849107861,0.43939894512295724,-1
87,2020-05-28,AMZN,119.21649932861328,120.05500030517578,63804000,0.07707246975041926,0.39029847271740437,0.5326290661469102,-1
88,2020-05-29,AMZN,120.7969970703125,122.11849975585938,70198000,0.18745575356297195,0.2523669635411352,0.560177281498909,1
89,2020-06-01,AMZN,122.4000015258789,123.552001953125,58578000,0.2495766590194156,0.25932851402709883,0.49109484410534304,1
90,2020-06-02,AMZN,123.3499984741211,123.62049865722656,50598000,0.26014099749071257,0.09916728482182537,0.6406917316573006,1
91,2020-06-03,AMZN,123.40049743652344,123.91999816894531,53420000,0.42385050214149733,0.22889888938516378,0.347250594842163,1
92,2020-06-04,AMZN,123.87149810791016,123.02999877929688,58974000,0.26280013223489124,0.12805182059916356,0.6091480348259211,-1
93,2020-06-05,AMZN,122.22550201416016,124.1500015258789,66128000,0.30887903459370136,0.2034979081712663,0.4876230552792549,1
94,2020-06-08,AMZN,125.01000213623047,126.2030029296875,79414000,0.5071057280186902,0.1271492296999151,0.36574504524469376,1
95,2020-06-09,AMZN,126.47200012207031,130.04299926757812,103520000,0.2993372931377962,0.19351275800727308,0.5071499533951283,1
96,2020-06-10,AMZN,132.25,132.37249755859375,98920000,0.47406615254779655,0.021553611072401207,0.5043802264456948,1
97,2018-11-13,GOOG,52.16450119018555,51.8025016784668,30274000,0.5978858023881912,0.01301081944257021,0.3891034498810768,-1
98,2018-11-14,GOOG,52.5,52.18299865722656,31318000,0.49633530527353287,0.02742628939449787,0.4762384034693241,1
99,2018-11-15,GOOG,52.23550033569336,53.23550033569336,36722000,0.11181043460965157,0.23952082265168428,0.6486687688156962,1
100,2018-11-16,GOOG,52.97050094604492,53.074501037597656,33162000,0.46560144890099764,0.4776127329096198,0.0567858275026083,-1
101,2018-11-19,GOOG,52.86000061035156,51.0,37172000,0.010533119551837444,0.9724951386451721,0.016971763223409653,-1
102,2018-11-20,GOOG,50.0,51.28799819946289,48982000,0.40942872129380703,0.48427887773141265,0.10629240609705448,1
103,2018-11-21,GOOG,51.8380012512207,51.88050079345703,30686000,0.03739454597234726,0.050867173820734024,0.9117382168769836,1
104,2018-11-26,GOOG,51.91749954223633,52.430999755859375,38856000,0.3507020665953557,0.5847140041490396,0.06458391932149728,1
105,2018-11-27,GOOG,52.04999923706055,52.22050094604492,36064000,0.32116560973227026,0.38016591798514127,0.29866846427321436,-1
106,2018-11-28,GOOG,52.4379997253418,54.311500549316406,49508000,0.020913612097501755,0.47410324215888977,0.5049830675125122,1
107,2018-11-29,GOOG,53.80400085449219,54.415000915527344,29378000,0.07230649143457413,0.018502864986658096,0.9091907143592834,1
108,2018-11-30,GOOG,54.45349884033203,54.721500396728516,51604000,0.06002496927976608,0.018275832757353783,0.9216992855072021,1
109,2018-12-03,GOOG,56.15700149536133,55.32149887084961,39824000,0.06979978084564209,0.035581957548856735,0.8946182131767273,1
110,2018-12-06,GOOG,51.7130012512207,53.436500549316406,55384000,0.06399618089199066,0.021699387580156326,0.9143044352531433,1
111,2018-12-07,GOOG,53.0004997253418,51.82899856567383,42024000,0.06689472496509552,0.01293244119733572,0.9201728105545044,-1
112,2018-12-10,GOOG,51.752498626708984,51.977500915527344,36154000,0.20418208837509155,0.5428232625126839,0.25299470126628876,1
113,2018-12-11,GOOG,52.824501037597656,52.587501525878906,27894000,0.25550089217722416,0.1141490067044894,0.6303500930468241,1
114,2018-12-12,GOOG,53.400001525878906,53.183998107910156,30476000,0.09017015993595123,0.6945141553878784,0.21531563997268677,1
115,2018-12-13,GOOG,53.403499603271484,53.095001220703125,26596000,0.14777939021587372,0.010266141965985298,0.8419544696807861,-1
116,2018-12-17,GOOG,51.8754997253418,50.826499938964844,47708000,0.04245894216001034,0.48993535339832306,0.46760571748018265,-1
117,2018-12-20,GOOG,50.90650177001953,50.47050094604492,53470000,0.03782239928841591,0.027166124433279037,0.9350115060806274,-1
118,2018-12-24,GOOG,48.69499969482422,48.81100082397461,31806000,0.03597061336040497,0.9141489863395691,0.049880385398864746,-1
119,2018-12-26,GOOG,49.45050048828125,51.972999572753906,47466000,0.2486860305070877,0.007468422409147024,0.743845522403717,1
120,2018-12-27,GOOG,50.85749816894531,52.194000244140625,42196000,0.035480388129750885,0.48744193216164905,0.47707767101625603,1
121,2018-12-28,GOOG,52.48099899291992,51.854000091552734,28296000,0.09157431125640869,0.013521092012524605,0.8949045538902283,-1
122,2019-01-02,GOOG,50.82849884033203,52.29249954223633,30652000,0.017007840797305107,0.9677301049232483,0.015261991880834103,1
123,2019-01-03,GOOG,52.04999923706055,50.803001403808594,36822000,0.39551330854495365,0.011522304266691208,0.5929643586277962,-1
124,2019-01-04,GOOG,51.62950134277344,53.535499572753906,41878000,0.29404614120721817,0.027103071101009846,0.678850781172514,1
125,2019-01-07,GOOG,53.57500076293945,53.419498443603516,39638000,0.5053640604019165,0.01432089569667975,0.48031503955523175,-1
126,2019-01-10,GOOG,53.382999420166016,53.51649856567383,29128000,0.25606217910535634,0.7112844134680927,0.03265339182689786,-1
127,2019-01-14,GOOG,52.34600067138672,52.234500885009766,22886000,0.03700469410978258,0.6917037330567837,0.2712915609590709,-1
128,2019-01-15,GOOG,52.50849914550781,53.85749816894531,29272000,0.05034281872212887,0.47294217720627785,0.47671499103307724,1
129,2019-01-16,GOOG,54.0,54.048500061035156,26636000,0.010958830825984478,0.9254754781723022,0.06356563419103622,1
130,2019-01-17,GOOG,53.9734992980957,54.494998931884766,24854000,0.3442470086738467,0.4410274373367429,0.2147255428135395,1
131,2019-01-22,GOOG,54.400001525878906,53.5260009765625,32270000,0.23520762398838996,0.0195968228392303,0.7451955258846283,-1
132,2019-01-23,GOOG,53.86750030517578,53.778499603271484,19340000,0.0872008316218853,0.15449193120002747,0.7583072483539581,1
133,2019-01-24,GOOG,53.82400131225586,53.69499969482422,27226000,0.25027072720695287,0.6930144827347249,0.0567147652618587,-1
134,2019-01-25,GOOG,54.25,54.54949951171875,22382000,0.2542188763618469,0.011176308616995811,0.7346047759056091,1
135,2019-01-28,GOOG,54.00550079345703,53.50400161743164,25686000,0.3829118087887764,0.011585310567170382,0.6055029034614563,-1
136,2019-01-29,GOOG,53.63399887084961,53.03099822998047,20436000,0.8397866487503052,0.12964850664138794,0.030564753338694572,-1
137,2019-01-30,GOOG,53.42150115966797,54.452999114990234,25596000,0.051079925149679184,0.02025794144719839,0.928662121295929,1
138,2019-01-31,GOOG,55.150001525878906,55.81850051879883,30766000,0.03542880496631066,0.4655259735882282,0.4990452031294505,1
139,2019-02-01,GOOG,55.619998931884766,55.537498474121094,29244000,0.3505626330152154,0.4698833301663399,0.1795540675520897,-1
140,2019-02-04,GOOG,55.632999420166016,56.63999938964844,51530000,0.4581264125183225,0.18228372962524494,0.35958984556297463,1
141,2019-02-05,GOOG,56.242000579833984,57.29949951171875,71044000,0.38706498096386593,0.03363814587808318,0.5792968844374021,1
142,2019-02-06,GOOG,56.97850036621094,55.76150131225586,42112000,0.5519678518176079,0.01956671103835106,0.42846541851758957,-1
143,2019-02-07,GOOG,55.20800018310547,54.93550109863281,40896000,0.05724788519243399,0.28952160229285556,0.6532304982344309,-1
144,2019-02-11,GOOG,54.84749984741211,54.7504997253418,21304000,0.1083269789814949,0.009226717986166477,0.8824463486671448,-1
145,2019-02-12,GOOG,55.34000015258789,56.06850051879883,32182000,0.25635808147490025,0.3989729881286621,0.3446689620614052,1
146,2019-02-13,GOOG,56.2495002746582,56.007999420166016,20996000,0.9283740520477295,0.009775863029062748,0.06185007840394974,-1
147,2019-02-14,GOOG,55.90250015258789,56.083499908447266,18952000,0.05563732981681824,0.5227284729480743,0.4216342357297738,1
148,2019-02-15,GOOG,56.50400161743164,55.682498931884766,28996000,0.07194920629262924,0.02589528728276491,0.9021554887294769,-1
149,2019-02-19,GOOG,55.5,55.928001403808594,20928000,0.8263929486274719,0.007945105899125338,0.16566192358732224,1
150,2019-02-20,GOOG,55.9995002746582,55.689998626708984,21756000,0.021335074678063393,0.04790440760552883,0.930760532617569,-1
151,2019-02-21,GOOG,55.54199981689453,54.8484992980957,28302000,0.0276267159730196,0.445705671235919,0.5266675971448421,-1
152,2019-02-22,GOOG,55.04499816894531,55.51850128173828,20990000,0.03964325040578842,0.7845195531845093,0.1758372187614441,1
153,2019-02-25,GOOG,55.79999923706055,55.470001220703125,28262000,0.38560935854911804,0.009076645597815514,0.6053140759468079,-1
154,2019-02-26,GOOG,55.287498474121094,55.756500244140625,29426000,0.3543887985870242,0.4722150173038244,0.17339619994163513,1
155,2019-02-27,GOOG,55.34749984741211,55.8025016784668,19368000,0.011588473804295063,0.9489498734474182,0.039461638778448105,1
156,2019-02-28,GOOG,55.564998626708984,55.99599838256836,30850000,0.016220200806856155,0.3208400011062622,0.6629397869110107,1
157,2019-03-01,GOOG,56.244998931884766,57.04949951171875,29006000,0.08733401633799076,0.015685081016272306,0.896980881690979,1
158,2019-03-04,GOOG,57.3494987487793,57.38999938964844,28920000,0.8927621245384216,0.010024506598711014,0.09721336513757706,1
159,2019-03-05,GOOG,57.50299835205078,58.10150146484375,28864000,0.02092110738158226,0.41694536805152893,0.5621335506439209,1
160,2019-03-06,GOOG,58.1245002746582,57.893001556396484,21986000,0.25442731380462646,0.01120898686349392,0.7343637347221375,-1
161,2019-03-07,GOOG,57.7859992980957,57.165000915527344,23332000,0.22700543701648712,0.009093871340155602,0.7639006972312927,-1
162,2019-03-08,GOOG,56.33649826049805,57.11600112915039,24248000,0.055200133472681046,0.02778591401875019,0.917013943195343,-1
163,2019-03-11,GOOG,57.22249984741211,58.78799819946289,34384000,0.05181964859366417,0.014965971000492573,0.9332143664360046,1
164,2019-03-12,GOOG,58.91299819946289,59.65999984741211,40262000,0.9025535583496094,0.011553322896361351,0.0858931690454483,1
165,2019-03-15,GOOG,59.66899871826172,59.222999572753906,49236000,0.09218863149483998,0.022628019253412884,0.8851833343505859,-1
166,2019-03-19,GOOG,59.44049835205078,59.942501068115234,30414000,0.06677159341052175,0.02296894323080778,0.9102594256401062,1
167,2019-03-20,GOOG,59.86750030517578,61.19850158691406,44548000,0.24655131390318274,0.6437129303812981,0.10973572824150324,1
168,2019-03-21,GOOG,60.79999923706055,61.57699966430664,24080000,0.0583330566684405,0.028162167718013126,0.9135047594706217,1
169,2019-03-26,GOOG,59.92649841308594,59.23099899291992,38024000,0.41045645500222844,0.017592523247003555,0.5719510639707247,-1
170,2019-03-27,GOOG,59.275001525878906,58.6510009765625,28004000,0.10428857756778598,0.4732714700512588,0.4224399924278259,-1
171,2019-03-28,GOOG,58.57699966430664,58.42449951171875,19234000,0.03502153605222702,0.024189777672290802,0.9407886862754822,-1
172,2019-03-29,GOOG,58.744998931884766,58.66550064086914,25398000,0.10340811312198639,0.06065797805786133,0.8359339237213135,1
173,2019-04-01,GOOG,59.20500183105469,59.721500396728516,25050000,0.045676469802856445,0.02208983339369297,0.9322336912155151,1
174,2019-04-02,GOOG,59.76599884033203,60.02450180053711,16558000,0.5869723781943321,0.008843762101605535,0.404183903709054,1
175,2019-04-04,GOOG,60.297000885009766,60.75,19000000,0.1284179538488388,0.7851390242576599,0.08644308149814606,1
176,2019-04-05,GOOG,60.7495002746582,60.35749816894531,18144000,0.06656720489263535,0.07850871235132217,0.8549240827560425,-1
177,2019-04-08,GOOG,60.394500732421875,60.19200134277344,17204000,0.5951864744226137,0.026643821348746616,0.3781696545581023,-1
178,2019-04-09,GOOG,59.79999923706055,59.86249923706055,17528000,0.5457106741766135,0.024011119734495878,0.4302781882385413,-1
179,2019-04-10,GOOG,60.034000396728516,60.108001708984375,14492000,0.28190346620976925,0.012412761803716421,0.7056837398558855,1
180,2019-04-11,GOOG,60.198001861572266,60.23099899291992,14204000,0.04233269765973091,0.028605777770280838,0.9290615320205688,1
181,2019-04-15,GOOG,60.900001525878906,61.05500030517578,23748000,0.8381078243255615,0.011343945749104023,0.15054824948310852,1
182,2019-04-16,GOOG,61.25,61.35649871826172,17126000,0.06880646850913763,0.014994229655712843,0.9161993265151978,1
183,2019-04-17,GOOG,61.650001525878906,61.81700134277344,24438000,0.11189349181950092,0.14429112570360303,0.7438153624534607,1
184,2019-04-18,GOOG,61.95899963378906,61.81850051879883,26636000,0.08790932595729828,0.01074987929314375,0.9013408422470093,1
185,2019-04-22,GOOG,61.79949951171875,62.44200134277344,16146000,0.20837074145674706,0.010405370499938726,0.781223863363266,1
186,2019-04-23,GOOG,62.53450012207031,63.227500915527344,26398000,0.39264069497585297,0.028103474178351462,0.5792558565735817,1
187,2019-04-24,GOOG,63.20600128173828,62.79999923706055,20376000,0.4354846552014351,0.10005053272470832,0.46446482464671135,-1
188,2019-04-26,GOOG,63.45000076293945,63.60900115966797,24828000,0.5829383134841919,0.031287211924791336,0.38577449321746826,1
189,2019-04-29,GOOG,63.70000076293945,64.37899780273438,49988000,0.24476804152469744,0.33214676151560113,0.4230852054262703,1
190,2019-04-30,GOOG,59.25,59.42399978637695,124140000,0.035732249217107895,0.5197108682245016,0.4445569012314081,-1
191,2019-05-01,GOOG,59.40250015258789,58.40399932861328,52784000,0.1053694773465395,0.30319864228367804,0.5914319053292274,-1
192,2019-05-02,GOOG,58.38800048828125,58.13050079345703,38896000,0.08522833213210106,0.1671130746603012,0.7476585924625396,-1
193,2019-05-03,GOOG,58.682498931884766,59.27000045776367,39614000,0.14394503831863403,0.022297032177448273,0.8337579369544983,1
194,2019-05-06,GOOG,58.3129997253418,59.46950149536133,31278000,0.46860455721616745,0.47329765115864575,0.058097860775887966,1
195,2019-05-07,GOOG,59.02349853515625,58.70500183105469,31028000,0.18795453011989594,0.024059955030679703,0.7879855235417684,-1
196,2019-05-08,GOOG,58.60049819946289,58.313499450683594,26186000,0.04693631595000625,0.2562110216822475,0.6968526723794639,-1
197,2019-05-09,GOOG,57.951499938964844,58.11899948120117,23714000,0.008509980514645576,0.9709004163742065,0.020589618012309074,-1
198,2019-05-10,GOOG,58.179500579833984,58.2135009765625,26290000,0.032849960029125214,0.26478034257888794,0.7023696303367615,1
199,2019-05-14,GOOG,56.86050033569336,56.02199935913086,36732000,0.09585591405630112,0.032275713980197906,0.8718683123588562,-1
200,2019-05-15,GOOG,55.89350128173828,58.21049880981445,45786000,0.4202419077711446,0.22189913104687417,0.35785895000611034,1
201,2019-05-16,GOOG,58.22549819946289,58.94900131225586,30628000,0.9178950190544128,0.046700519509613514,0.035404469817876816,1
202,2019-05-17,GOOG,58.423500061035156,58.1150016784668,24172000,0.10731980577111244,0.2544412013764183,0.638238991300265,-1
203,2019-05-20,GOOG,57.224998474121094,56.942501068115234,27066000,0.060308268293738365,0.48828744143247604,0.4514042651280761,-1
204,2019-05-21,GOOG,57.42449951171875,57.48149871826172,23196000,0.5268344084421793,0.017780216721196968,0.4553853211303552,1
205,2019-05-22,GOOG,57.337501525878906,57.57099914550781,18290000,0.28012210689485073,0.1664691112935543,0.5534087806940079,1
206,2019-05-23,GOOG,57.025001525878906,57.03850173950195,23978000,0.19081905453155437,0.34480747301131487,0.46437341533601284,-1
207,2019-05-24,GOOG,57.36800003051758,56.673500061035156,22240000,0.031622014939785004,0.5834528803825378,0.38492512702941895,-1
208,2019-05-28,GOOG,56.70000076293945,56.70750045776367,27300000,0.04586203396320343,0.017858341336250305,0.9362796545028687,1
209,2019-05-29,GOOG,56.375999450683594,55.823001861572266,30764000,0.3682234026491642,0.5819944475467006,0.04978214452664057,-1
210,2019-05-30,GOOG,55.777000427246094,55.897499084472656,19038000,0.05665022134780884,0.24359838664531708,0.6997514367103577,1
211,2019-05-31,GOOG,55.06449890136719,55.18149948120117,30156000,0.02324001956731081,0.49387720040977,0.4828828200697899,-1
212,2019-06-03,GOOG,53.275001525878906,51.811500549316406,102612000,0.2189755158033222,0.3350208372576162,0.4460036667684714,-1
213,2019-06-04,GOOG,52.14500045776367,52.65250015258789,56670000,0.4135562777519226,0.1518300324678421,0.4346136748790741,1
214,2019-06-05,GOOG,52.57699966430664,52.111000061035156,43368000,0.06449063681066036,0.01814495585858822,0.9173643589019775,-1
215,2019-06-06,GOOG,52.2495002746582,52.21699905395508,34064000,0.04521904420107603,0.02289924002252519,0.9318817257881165,1
216,2019-06-07,GOOG,52.53150177001953,53.301998138427734,36048000,0.2796833351254463,0.10388744799420238,0.6164292313158513,1
217,2019-06-10,GOOG,53.64899826049805,54.01900100708008,29284000,0.40764594202240306,0.17988955213998756,0.4124644889185826,1
218,2019-06-11,GOOG,54.69900131225586,53.93600082397461,28734000,0.19500446521366635,0.4804154084995389,0.3245800978814562,-1
219,2019-06-12,GOOG,53.900001525878906,53.85150146484375,21220000,0.9031336903572083,0.008624815382063389,0.08824151754379272,-1
220,2019-06-13,GOOG,54.18199920654297,54.438499450683594,21154000,0.14700277987867594,0.1774004811886698,0.6755967512726784,1
