,date,Volume,Close,Positive,Negative,Neutral,Price_change
0,2010-01-05,15594300.0,1136.52001953125,0.0185454860329628,0.4784998875111341,0.5029546543955803,1
1,2010-01-07,12058200.0,1141.68994140625,0.8387941718101501,0.0109083084389567,0.1502974331378936,1
2,2010-01-12,23075800.0,1136.219970703125,0.843512237071991,0.0089814271777868,0.147506296634674,-1
3,2010-01-14,13208200.0,1148.4599609375,0.4922346174716949,0.0170171004720032,0.490748243406415,1
4,2010-01-21,18900600.0,1116.47998046875,0.0092319576069712,0.969350814819336,0.0214172452688217,-1
5,2010-01-26,13275800.0,1092.1700439453125,0.0129379937425255,0.955241084098816,0.0318209156394004,-1
6,2010-02-03,19437300.0,1097.280029296875,0.0217978488653898,0.0530001409351825,0.9252020716667176,-1
7,2010-02-05,20229400.0,1066.18994140625,0.0686812400817871,0.0195506941527128,0.911768078804016,1
8,2010-02-08,26005400.0,1056.739990234375,0.0189950261265039,0.0726327747106552,0.908372163772583,-1
9,2010-02-09,18057700.0,1070.52001953125,0.0216659512370824,0.054857712239027,0.9234763383865356,1
10,2010-02-17,21524600.0,1099.510009765625,0.0458786338567733,0.0324477143585681,0.9216736555099488,1
11,2010-02-19,18576300.0,1109.1700439453125,0.0236361678689718,0.9121810793876648,0.0641827955842018,1
12,2010-02-22,16101000.0,1108.010009765625,0.0196308866143226,0.7329219821840525,0.2474471675232052,-1
13,2010-02-23,35770100.0,1094.5999755859375,0.4889722988009453,0.0384136833664443,0.4726140285945601,-1
14,2010-02-24,22937500.0,1105.239990234375,0.0556728015653789,0.2861193204298615,0.6582078875508159,1
15,2010-02-25,15049200.0,1102.93994140625,0.0471615763381123,0.0487970542162656,0.904041349887848,-1
16,2010-03-04,13777600.0,1122.969970703125,0.0315009988844394,0.0612672343850135,0.9072318077087402,1
17,2010-03-12,14953600.0,1149.989990234375,0.9042497873306274,0.0356632694602012,0.0600868724286556,-1
18,2010-03-16,13690400.0,1159.4599609375,0.0643805488944053,0.0210512997582554,0.9145681858062744,1
19,2010-03-17,14730700.0,1166.2099609375,0.5564056634902954,0.0225820485502481,0.421012282371521,1
20,2010-03-19,22430600.0,1159.9000244140625,0.8813244104385376,0.0099531877785921,0.1087224707007408,-1
21,2010-03-23,11511400.0,1174.1700439453125,0.0081162881106138,0.9591890573501588,0.032694648951292,1
22,2010-03-25,12956600.0,1165.72998046875,0.38706174492836,0.3508886992931366,0.2620495557785034,-1
23,2010-04-06,9399600.0,1189.43994140625,0.037581767886877,0.02250293828547,0.9399152994155884,1
24,2010-04-07,11070100.0,1182.449951171875,0.4160367771983146,0.1453075334429741,0.4386556856334209,-1
25,2010-04-08,13825000.0,1186.43994140625,0.0912786722183227,0.0159804075956344,0.8927409052848816,1
26,2010-04-12,12251500.0,1196.47998046875,0.9416314959526062,0.0304063688963651,0.027962127700448,1
27,2010-04-14,24720700.0,1210.6500244140625,0.0215201396495103,0.0533976964652538,0.9250821471214294,1
28,2010-04-19,17571800.0,1197.52001953125,0.4080306887626648,0.0137715796008706,0.5781977772712708,1
29,2010-04-23,21336400.0,1217.280029296875,0.5119498372077942,0.3486859500408172,0.1393642574548721,1
30,2010-04-29,16263800.0,1206.780029296875,0.0374211184680461,0.1179843246936798,0.8445945978164673,1
31,2010-05-13,20229800.0,1157.43994140625,0.956231653690338,0.0167133715003728,0.0270550660789012,-1
32,2010-05-14,22621300.0,1135.6800537109375,0.0492193549871444,0.0215311180800199,0.9292495250701904,-1
33,2010-05-17,33494400.0,1136.93994140625,0.1959805177524685,0.2165747847408056,0.5874447014182806,1
34,2010-05-18,49088700.0,1120.800048828125,0.3789409241554412,0.1495484115386551,0.4715106809003787,-1
35,2010-05-19,27200100.0,1115.050048828125,0.4014454027637839,0.0642538946121931,0.5343006774783134,-1
36,2010-05-25,30507700.0,1074.030029296875,0.0664333303769429,0.3587658529480298,0.5748008539279302,1
37,2010-05-26,25393100.0,1067.949951171875,0.441802978515625,0.225505127881964,0.3326919010529915,-1
38,2010-05-28,17549000.0,1089.4100341796875,0.5345605537295341,0.0242786575108766,0.4411607757210731,-1
39,2010-06-04,20061800.0,1064.8800048828125,0.0604022853076458,0.4463277105242014,0.4932699557393789,-1
40,2010-06-09,15788600.0,1055.68994140625,0.0439952351152896,0.0160867441445589,0.939918041229248,-1
41,2010-06-10,15343000.0,1086.8399658203125,0.10746406391263,0.026527352631092,0.8660085201263428,1
42,2010-06-11,13693000.0,1091.5999755859375,0.2713351498047511,0.036106905589501,0.6925579607486725,1
43,2010-06-14,20280100.0,1089.6300048828125,0.0858265683054924,0.8859593868255615,0.0282140430063009,-1
44,2010-06-16,16321600.0,1114.6099853515625,0.0335425063967704,0.4999896213412285,0.466467835009098,-1
45,2010-06-17,23934100.0,1116.0400390625,0.3478509485721588,0.0130159202963113,0.639133095741272,1
46,2010-06-22,22902300.0,1095.31005859375,0.0555330980569124,0.0288756322115659,0.9155912597974142,-1
47,2010-06-23,24796400.0,1092.0400390625,0.0344729460775852,0.9467520117759703,0.0187751110643148,-1
48,2010-06-24,28837400.0,1073.68994140625,0.0246038455516099,0.2032548487186432,0.7721412777900696,-1
49,2010-06-28,15451400.0,1074.5699462890625,0.1595584895461797,0.1957842234522104,0.6446573104709387,-1
50,2010-06-30,20940900.0,1030.7099609375,0.0337813668884336,0.4939117091707885,0.4723069267347455,-1
51,2010-07-01,27119600.0,1027.3699951171875,0.3636073162779212,0.2515986291691661,0.3847940992563963,-1
52,2010-07-02,15404500.0,1022.5800170898438,0.0662209093570709,0.017667032778263,0.9161120653152466,-1
53,2010-07-06,18300200.0,1028.06005859375,0.0274493098258972,0.5837237946689129,0.3888269327580929,1
54,2010-07-07,21796200.0,1060.27001953125,0.0218856278806924,0.0518863648176193,0.9262279868125916,1
55,2010-07-14,13638600.0,1095.1700439453125,0.0430479124188423,0.0136409737169742,0.943311095237732,-1
56,2010-07-16,21870900.0,1064.8800048828125,0.0675309598445892,0.0097752017900347,0.9226937890052797,-1
57,2010-07-19,17061600.0,1071.25,0.9256256520748138,0.0185905452817678,0.0557837914675474,1
58,2010-07-27,14851100.0,1113.8399658203125,0.0217624884098768,0.0540172532200813,0.9242202043533324,-1
59,2010-07-28,13917900.0,1106.1300048828125,0.4840166810899973,0.4437852241098881,0.0721981190145015,-1
60,2010-07-29,15504300.0,1101.530029296875,0.0225429590791463,0.7479572296142578,0.2294998317956924,-1
61,2010-07-30,14837700.0,1101.5999755859375,0.1034207344055175,0.0109457345679402,0.8856335878372192,1
62,2010-08-04,10987700.0,1127.239990234375,0.0216965302824974,0.0525151342153549,0.9257883429527284,1
63,2010-08-11,11672600.0,1089.469970703125,0.0613235384225845,0.0156022487208247,0.923074205716451,-1
64,2010-08-12,9886800.0,1083.6099853515625,0.0630918219685554,0.1942300936207175,0.7426780760288239,-1
65,2010-08-13,9316000.0,1079.25,0.0330870412290096,0.0228242669254541,0.9440887570381165,-1
66,2010-08-16,12152400.0,1079.3800048828125,0.0410945042967796,0.0761728125313917,0.8827326496442159,1
67,2010-08-17,22537900.0,1092.5400390625,0.2702102824890365,0.2147921817377209,0.5149975445820019,1
68,2010-08-18,13733000.0,1094.1600341796875,0.2670637046297391,0.2908934410661459,0.4420428623755773,1
69,2010-08-19,14149300.0,1075.6300048828125,0.0238214423879981,0.0450483057647943,0.9311302304267884,-1
70,2010-08-20,12430300.0,1071.68994140625,0.065002255141735,0.0155960116535425,0.9194016456604004,-1
71,2010-08-25,14357500.0,1055.3299560546875,0.1642175167798996,0.0130855860188603,0.8226969242095947,1
72,2010-08-26,12712200.0,1047.219970703125,0.0216555818915367,0.0530264377593994,0.9253180027008056,-1
73,2010-09-02,14321400.0,1090.0999755859375,0.0506603717803955,0.0278303287923336,0.921509325504303,1
74,2010-09-03,12769800.0,1104.510009765625,0.0773298116400837,0.0324426530860364,0.8902275264263153,1
75,2010-09-08,9560100.0,1098.8699951171875,0.0262487418949604,0.0375856235623359,0.936165690422058,1
76,2010-09-09,7879000.0,1104.1800537109375,0.0551436059176921,0.8962101936340332,0.0486462078988552,1
77,2010-09-10,7330900.0,1109.550048828125,0.0315508879721164,0.0336205214262008,0.9348286390304564,1
78,2010-09-13,9961400.0,1121.9000244140625,0.1174970157444477,0.0104691856540739,0.8720338046550751,1
79,2010-09-14,14073800.0,1121.0999755859375,0.2149785213172435,0.0731155030429363,0.7119059775024652,-1
80,2010-09-15,9804100.0,1125.0699462890625,0.0328774573281407,0.028021122328937,0.939101368188858,1
81,2010-09-16,9352500.0,1124.6600341796875,0.0213830173015594,0.0535959973931312,0.9250209331512452,-1
82,2010-09-20,11541200.0,1142.7099609375,0.0260094795376062,0.0417087562382221,0.9322817921638488,1
83,2010-09-30,11401200.0,1141.199951171875,0.0272658206522464,0.7223049402236938,0.2504293322563171,-1
84,2010-10-05,15975000.0,1160.75,0.0118209803476929,0.883773922920227,0.1044051572680473,1
85,2010-10-06,9957300.0,1159.969970703125,0.021949429064989,0.6727055907249451,0.3053449988365173,-1
86,2010-10-07,13163400.0,1158.06005859375,0.2385943382978439,0.0089211333543062,0.7524845600128174,-1
87,2010-10-08,10578500.0,1165.1500244140625,0.0287072993814945,0.3058637082576751,0.6654289960861206,1
88,2010-10-11,8358700.0,1165.3199462890625,0.0697083547711372,0.0139565533027052,0.916335105895996,1
89,2010-10-14,11242500.0,1173.81005859375,0.0436966605484485,0.016629546880722,0.9396737813949584,-1
90,2010-10-18,10701300.0,1184.7099609375,0.1924801928301652,0.1958961673080921,0.6116235988835493,1
91,2010-10-19,12047100.0,1165.9000244140625,0.2724607605487108,0.3940150621347129,0.3335241600871086,-1
92,2010-10-21,22203300.0,1180.260009765625,0.0720704942941665,0.0183402262628078,0.9095892906188964,1
93,2010-10-22,9102000.0,1183.0799560546875,0.0215270742774009,0.0563855804502964,0.92208731174469,1
94,2010-10-25,8561300.0,1185.6199951171875,0.0189380887895822,0.0762035027146339,0.9048584699630736,1
95,2010-10-27,11575100.0,1182.449951171875,0.2739178240299225,0.0372387394309043,0.6888433694839478,-1
96,2010-11-02,15092700.0,1193.5699462890625,0.0409371554851532,0.0194877665489912,0.9395750761032104,1
97,2010-11-03,9073300.0,1197.9599609375,0.0821849104017019,0.0525007117539644,0.8653143763542175,1
98,2010-11-04,11096000.0,1221.06005859375,0.07429850846529,0.0350148007273674,0.8906866312026978,1
99,2010-11-08,9696400.0,1223.25,0.0825864002108573,0.0436666049063205,0.8737469911575317,-1
100,2010-11-12,10594800.0,1199.2099609375,0.0446979999542236,0.0395874828100204,0.9157145023345948,-1
101,2010-11-15,9645900.0,1197.75,0.0554477851837873,0.0365431159734725,0.908009111881256,-1
102,2010-11-16,25568500.0,1178.3399658203125,0.2947341428241796,0.1482534837495121,0.5570123684075143,-1
103,2010-11-17,19411800.0,1178.5899658203125,0.1675624152024587,0.1220539702723423,0.7103836188713709,1
104,2010-11-18,26258300.0,1196.68994140625,0.0290592722594738,0.0224268715828657,0.9485138654708862,1
105,2010-11-22,23205700.0,1197.8399658203125,0.0249442104250192,0.0576579868793487,0.9173977375030518,-1
106,2010-11-23,11698400.0,1180.72998046875,0.2771491408348083,0.0095173763111233,0.7133334279060364,-1
107,2010-11-24,9748600.0,1198.3499755859375,0.0388196595013141,0.015979865565896,0.945200502872467,1
108,2010-11-26,4182200.0,1189.4000244140625,0.0262246876955032,0.0578085929155349,0.9159667193889618,-1
109,2010-11-29,11838700.0,1187.760009765625,0.0635659247636795,0.0232159029692411,0.9132181406021118,-1
110,2010-12-01,17102400.0,1206.0699462890625,0.0948371067643165,0.0304998010396957,0.8746631145477295,1
111,2010-12-02,25843400.0,1221.530029296875,0.0271543875336647,0.0417965158820152,0.93104909658432,1
112,2010-12-07,12615800.0,1223.75,0.4868228137493133,0.0405139038339257,0.472663258202374,1
113,2010-12-08,11406300.0,1228.280029296875,0.233346726745367,0.0676219901069998,0.6990312536557516,1
114,2010-12-09,15158700.0,1233.0,0.2431471861898899,0.0490815926343202,0.7077712509781122,1
115,2010-12-14,11134100.0,1241.5899658203125,0.1614229083061218,0.095810130238533,0.7427669763565063,1
116,2010-12-15,13972800.0,1235.22998046875,0.0302517376840114,0.5912264585494995,0.3785218596458435,-1
117,2010-12-16,11193300.0,1242.8699951171875,0.1493768114596605,0.0322594083845615,0.818363755941391,1
118,2010-12-22,6448100.0,1258.8399658203125,0.1431766413152218,0.0262280832976102,0.8305952548980713,1
119,2010-12-23,6238800.0,1256.77001953125,0.0273853316903114,0.1568395495414734,0.8157750964164734,-1
120,2010-12-27,5111100.0,1257.5400390625,0.0488489782437682,0.0427553160116076,0.9083957374095916,1
121,2010-12-29,6126800.0,1259.780029296875,0.032247357070446,0.0607255771756172,0.9070270657539368,1
122,2011-01-03,7464300.0,1271.8699951171875,0.0612963661551475,0.0419048089534044,0.8967988193035126,1
123,2011-01-04,14359700.0,1270.199951171875,0.0674059316515922,0.0478232577443122,0.8847708702087402,-1
124,2011-01-05,11479400.0,1276.56005859375,0.0750840008258819,0.2278186008334159,0.6970973908901215,1
125,2011-01-06,11526700.0,1273.8499755859375,0.0761211812496185,0.0126411980018019,0.91123765707016,-1
126,2011-01-11,12408600.0,1274.47998046875,0.2623528838157654,0.1638094335794448,0.5738377571105957,1
127,2011-01-12,8963300.0,1285.9599609375,0.0394485704600811,0.0287081506103277,0.9318432807922364,1
128,2011-01-13,10713100.0,1283.760009765625,0.0397880543023347,0.0288256239145994,0.9313863217830658,-1
129,2011-01-18,10765000.0,1295.02001953125,0.1002931296825409,0.6184045076370239,0.2813023626804352,1
130,2011-01-19,9110300.0,1281.9200439453125,0.0370161831378936,0.0685514658689498,0.8944323062896729,-1
131,2011-01-20,13483000.0,1280.260009765625,0.233664408326149,0.161361463367939,0.6049741258223852,-1
132,2011-01-21,11886200.0,1283.3499755859375,0.0385087244212627,0.026133619248867,0.935357630252838,1
133,2011-01-26,14228300.0,1296.6300048828125,0.039667056252559,0.5728231500834227,0.3875097831090291,1
134,2011-01-27,10722100.0,1299.5400390625,0.3747073286212981,0.0202821341808885,0.6050105392932892,1
135,2011-01-28,12588000.0,1276.3399658203125,0.1125368103384971,0.0102554503828287,0.8772077560424805,-1
136,2011-01-31,11189800.0,1286.1199951171875,0.2383369952440261,0.0130081269890069,0.7486549019813538,1
137,2011-02-03,5664700.0,1307.0999755859375,0.0298308227211236,0.0406603962182998,0.9295088052749634,1
138,2011-02-04,7559900.0,1310.8699951171875,0.9493224620819092,0.0232313126325607,0.027446249499917,1
139,2011-02-16,6801500.0,1336.3199462890625,0.0467788763344287,0.0184749774634838,0.9347461462020874,1
140,2011-02-18,12894800.0,1343.010009765625,0.7712568640708923,0.0603136904537677,0.1684294268488884,1
141,2011-02-22,20604500.0,1315.43994140625,0.291001292061992,0.1869350064080208,0.5220637042075396,-1
142,2011-02-23,15127800.0,1307.4000244140625,0.6573661372065545,0.0227052815258502,0.3199286088347435,-1
143,2011-02-24,9342800.0,1306.0999755859375,0.0496930461376905,0.1031689066439867,0.8471380174160004,-1
144,2011-03-02,12677300.0,1308.43994140625,0.5367422103881836,0.0196510180830955,0.4436067044734955,1
145,2011-03-03,159370400.0,1330.969970703125,0.0150903547182679,0.8250959515571594,0.1598137021064758,1
146,2011-03-07,101914000.0,1310.1300048828125,0.0648050252348184,0.0257564112544059,0.909438580274582,-1
147,2011-03-08,194718400.0,1321.8199462890625,0.331307073123753,0.2941813624929636,0.3745115473866462,1
148,2011-03-09,131897600.0,1320.02001953125,0.0600447691977024,0.0174140284458796,0.9225412011146544,-1
